"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","MixedwoodUP10","MixedwoodUP20","MixedwoodUP40","Pine10","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC10","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Well.Site"
"1","4-23-69-18-NW",0,0,0,0,0,0,0.000109297747022,0,0,0,0,0,0,0,0,0,0.001435686088504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06327741713e-05,0
"2","4-23-69-19-SW",0,0,0,0,0,0,0.000175134828807,0,0,0,0,0,0,0,0,0,2.0877358016e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","4-23-69-6-NW",0,0,0,5.74760936828e-05,0,0,0,0.002135872322891,0,0,0.000158847466211,0.000591638763498,0,0,0,0,0,0,0,6.05378291444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07931368464e-05,0,0,0,0,0,0,0,0.0001306417208341,0
"4","4-23-69-7-NW",0,0,0,0,0,0,0,0,0,0,0.000635009718209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002770723222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","4-23-69-7-SW",0,0,0,0,0,0,0,0.00102666117838,0,0,0.001862736288215,0.00104148646507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000664679443314,0,0,0,0,0,0,0,0,0.000888734988123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44866131739e-05,0
"6","4-23-70-18-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444997425364,0,11.00565274041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000812963295814,0,0,0.282377473294
"7","4-23-70-18-NW",0,0,0,0,0,0,0,0,0,10.1302823934424,4.432668232449,0,0,0,0,0.539310435319,41.2924751571261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","4-23-70-18-SE",0,0,0,0,0,0,0,0,0,0.160743740188,0,0,0,0,0.648812450648,0,15.6119645151166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3454272902345,0,0,0.278278733552
"9","4-23-70-18-SW",0,0,0.3971218224256,0,0,0,0,1.035007064899,0,30.2028047329182,0.241493550299,0,0,0,0,0,20.985302720678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36062261191674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7419558290075,0
"10","4-23-70-5-NW",0,0,0,0,0,0,0,0,0,2.126480969273,0,0,0,0,0,0,14.778541170276,0,0,0,0,0,0,2.136564524015,0,0,0,0,6.0501004616105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","4-23-70-5-SW",0,0,0,0,0,0,0,0,0,10.5511068865153,0,0,0,0,0,2.68030995455,23.5364157019685,0,0,0,0,0,0,3.858963912147,1.893806591653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4049167875468,0
"12","4-23-70-6-NE",0,0,19.4702951341,0,0,0,0,0,0,18.679191999229,0,0,0,0,0,0,16.225197746093,0,0,0,0,0,0,0,0,0,0,0,3.16291258949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390650213917,0,0,0,0,0,0,3.63519087203,0,0,0,0,0,0,0,0,0,0,0,1.01121377959,0,0.7753601156006,0.1847859929712
"13","4-23-70-6-NW",0,0,35.765018202243,0,5.687490867298,0,0,0,0,7.99741711318005,0,0,0,0,0,0,0.988721129247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9777500594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88505607798072,0
"14","4-23-70-6-SE",0,0,6.0603984493875,0,0,0,0,0,0,33.5155188998376,0.344955314838,0,0,0,0,0,1.9951178999386,0,0,0,0,3.034425314113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167596310764,0,0,0,0,0,0,0.0307575049273,0,0,0,0,0,0,0,0,0,0,0,0.939806676498,0,0.465898714744827,0
"15","4-23-70-6-SW",0,0.286766098584,5.65326965105,0,2.2776885501605,0,0,1.86949456484,0,45.7622517240222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3708111294335,0,0,0,0,0,2.678575356486,0,0,0,0,0,0,0,0,0,0,0,0.3850177734883,0,0,0,0,0,0,0,0,0,0,2.07818895382e-06,0.3708068105764,0,0,0,0,0,0,0,0.30324816196114,0
"16","4-23-70-7-NE",0,0,0,0,0,0,0,0,0,10.727127881174,0,0,0,0,0,0,48.088034176686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993845040899,0,0.2104711007784,0
"17","4-23-70-7-NW",0,0,8.10233106886,0,0,0,0,3.04992080114,0,28.3088280758449,0,0,0,0,0,0,0.795010199534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01135125753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781881112863,0
"18","4-23-70-7-SE",0,0,0.332664277787,0,0,0,0,0,0,24.26466744042,0,0,0,0,0,1.39105991999,37.40492222489,0,0,0,0,0,0,0,0,0,0,0,0.74802639175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01626807077,0,0.35647124010303,0
"19","4-23-70-7-SW",0,0,15.107325551845,0,0,0,0,9.996821796155,0,19.133759063698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34397463812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935948396543788,0
"20","4-23-70-8-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.493475186448,0,0,0,0,0,0,0,0,0,0,0,3.797146564231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","4-24-68-31-NE",0,0,0,0,0,0,0,0,0,0,0.00578166306739,0,0,0,0,0,0,0,0,0,0,0,0.000982523731867,0,0.00072876543137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011835728793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184949476853,0
"22","4-24-68-31-NW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083153023205,0,0,0,0,0,0.00313093042837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003663166891783,4.95755708619e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069472029448069,0
"23","4-24-68-32-NE",0,0,0,0,0,0,0,0.000599319750329,0,0,0.005165077621451,0.00165501203314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002163017842903,0
"24","4-24-68-32-NW",0,0,0,0,0,0,0,0,0,0,0.002793164166023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378188233287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000918698984415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068418477358149,0
"25","4-24-69-1-NE",0,0,0.759261640735,1.6585718894,0,0,2.16815289023,16.107431665701,0,0,7.6747527946428,16.49562552455,0,0.320149810023,0,0,0,0,0,14.9578771836849,0,0,0,1.71762014605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250269612706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038036027334,0,0,0,0,0,14.955704358136,0,0,0.585596899578,0,0,0,0,1.65714664826324,0.2298939630385
"26","4-24-69-1-NW",0,0,22.938369882215,0.1855220249608,0,0,0,2.2008668517168,0,0.02071825859034,4.208878230446,2.48708403584,0,0,0,0,0.745251883512,1.961850906343,0,2.63505940758,0,0,0,2.4012187557207,2.793988570959,0,0,2.4700608652,0,3.912487057682,0,0.0948868431255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596885474784,0,0,0,0,0,8.6042842172207,0,0,0,0,0,0,0,1.42453741729347,0
"27","4-24-69-1-SE",0,0,2.664262049678,0,0,0,0,12.8437960253079,0,0,15.261825168829,18.757102806051,0,0.110223257203,0,0,0.271555577753,2.19043636191,0,5.69674496639,0,0,0,2.062814474438,0,0,0,0,1.47355611158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510032159818,0,0,0.0669955698003,0,0,0,0.568373146188,0,0,0,0,0,7.88718132862,0,0,0.670716724759,0,0,0,0,0.897447959389659,0.0453226084718
"28","4-24-69-1-SW",0,0,0,14.913164245379,0,0,0,2.56475695909,0,0.08737017635009,0.0865820896959,0.0670831542151,0,0,0,6.603064957348,0.906323746587,13.87433059917,0,0.116335578449,0,0,0,4.2328030336101,0,0,0,0,0,0.259579054282,0,0.227305049097053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12525783484939,0,0,0,0,0,14.477550049928,0,0,0,0,0,0,0,0.14990482410686,0
"29","4-24-69-10-NE",0,0,0,0,0,0,0,0,0,0,8.000855256695,10.447910550357,0,0,0,0,5.22118795707,0,0,0,0,0,0,0,1.305630373881,0,1.10625682633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20164810702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","4-24-69-10-NW",0,0,0,0,0,0,0,0,0,0,14.8206171365206,3.729045969498,0,0,0.353647391539,0,27.2178642183404,0,0,0,0,0,9.017243037095,2.708395930238,3.67232989092634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96922787106,0.467325787855,0,0,0,0,0,0,0,0,0,0,0,0,0.725964754484,0,0,0,0,0.32158095168645,0
"31","4-24-69-10-SE",0,0,0,0,0,0,0,0,0,0,18.5514379502196,0,0,0,0,0.582977488576,13.62739345773,0,0,0,0,0,0,0,0,0,3.30781906131,2.32352950826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","4-24-69-10-SW",0,0,0,0,0,0,0,0,0,0,25.070399306078,0,0,0,0,1.00906657042,30.1298401877119,0,0,0,0,0,1.93998790122,0,4.8714896916373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583745512393,0,0,0,0,0.50569732868061,0.2080497980874
"33","4-24-69-11-NE",0,0,7.71688053836911,0,0,0,0,21.641428465515,0,0,0,3.40459924429396,0,0,0,0,0,0,0,0,0,0,0,0,1.765654225459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.131444584394,0,0,1.63887147387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23981761407495,0.99781773135
"34","4-24-69-11-NW",0,0,0.71326132911,2.537451629894,0,0,0,0,0,0,0.302382685529,31.281806771259,7.45463369303,0,0,0,0,0,0,0,0,0,0,3.89666011331,5.42488917938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280524793926,0,12.255344811815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","4-24-69-11-SE",0,0,4.267372631315,0.296460278583,0,0,0,3.157017883604,0,0,0.146657023726,9.47680545026,0,0,0,0,0,0.8875136334497,0,0,0,0.1283569550456,0,0,4.6145631614896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91199356551,0,0,0,0,0,0,0,0,0,0,0,0.8875136334367,0,0,0,0,0,0,0,0.5694401617506,0
"36","4-24-69-11-SW",0,0,5.7968110044,1.166868863676,0,0,0,1.38702602099,0,0,14.2593284328138,19.06200165492,3.0703073674425,0,0,0,0,1.69644026135,0,0,0,0.00226989007942,0,0,4.390350774054,0,0,2.74992158361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66757729473,0,6.6580987943886,0,0,0,0,0,0,0,0,0,1.69644026135,0,0,0,0,0,0,0,0,0
"37","4-24-69-12-NE",0,0,0.956844046503,4.91762951109,0.725820061393,0,0,9.93978243438,0,0,14.20726622585,0,0,0.0051019420065,0,0,9.977615294232,0,0,12.608038389,0,0,0,0,0,0,0,0.444245236442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3964589216,0,0,0,0,0,1.09594785128,0,0,0,0,0,0,0,0,0,0,0,12.6080374718,0,0,0.4337582224807,0,0,0,0,0.314922538406,0.144481337937
"38","4-24-69-12-NW",0,0,18.926851349133,4.60414927221,0,0,1.36506296454,13.2076645310277,0,0.04031046237182,8.326814015373,0,0,0.051237509056,0,0,0.328339315404,2.356208808384,0,5.186367879776,0,0.028121686317386,1.26140340006,0,3.38829744352e-06,0,0,0,0,5.43745009732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30718132906,0.00910411060017,0,0,0,0,0,0,0,0,0,0,12.980026795359,0,0,0,0,0,0,0,1.09554501114857,0
"39","4-24-69-12-SE",0,0,4.590866416687,0,1.95870266327,0,0,25.35911133367,0,0,6.895388914027,2.740523585714,0,0,0,0,0.776527096492,1.1625779213,0,14.79876450137,0,0,0,0,0,0,0,0,3.58958672241,0,0,0,0,0,0,0,0,1.58020990419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.96134242854,0,0,0.731072440657,0,0,0,0,0.489892393242,0
"40","4-24-69-12-SW",0,0,21.1943910767027,0,0,0,0.605587443061,1.71357279899211,0,0.1591415565825,17.167347409043,0.0519540086255,0,0.000861744552626,0,0,0,9.2186793153144,0,9.9843508837927,0,0.00413306523124,0,0.809773818463,0.87795796631,0,0,0,0.193259697357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2030302032982,0,0,0,0,0,0,0,0.8133565361189,0
"41","4-24-69-13-NE",0,0,0.643926982881,0,0,0,2.18454593031,6.72933433826377,0,0,0,0,0,0,0,0,49.373182201688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574589723149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175205932591,0
"42","4-24-69-13-NW",0,0,0.247795934356,2.274126970909,0,0,4.193694260597,12.5469672555403,0,0,9.61598681257669,0,0,0,0,0,12.80067975536,0,0,0,0,0,0,0,0.997811845929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4869146438,0,0,0,0,0,0,0,0,0.681244540826,0,0,0,0,0.5382112152632,0
"43","4-24-69-13-SE",0,0,4.2156112546389,0.0542396284218,0,0,0.0403834698787,18.3731791406089,0,0,0.149187738056,2.8672907386,0,0,0,0.963097146283,14.446221400431,0,0,0,0,0,0,2.15430454241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1056419906588,0,0,0,0,0.171573688455,0
"44","4-24-69-13-SW",0,0,1.203943832741,8.895693079796,0,0,1.2145601951,20.5898558140888,0,0,11.5285380822195,1.97507236802,0,0.10490070229935,0,0,0,0,0,10.802467331539,0,0.0127312467501208,0.629668092527,0,0,0,0,0,0,3.377191458971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6448835413528,0,0,0,0,0,0,0,0,0,0,14.179658796433,0,0,0.570374668041,0,0,0,0,0.8181305202388,0
"45","4-24-69-14-NE",0,0,6.11593334918,1.07196241724,0,0,0.670196712925,3.398048607572,0,0,14.193445425301,4.255033808199,0,0,0,0,0,0,0,0,0,0,1.60906882643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66704497149,9.114006329946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46688722695068,0.119413921924
"46","4-24-69-14-NW",0,0,0,0,0,0,0,0.0391687083756,0,0,2.36822720079,11.24883856059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","4-24-69-14-SE",0,0,10.2707527234681,1.73138265569,0,0,0,4.531427704558,0,0,12.6298659036099,5.279789349125,0,0,0,0,0,0,0,1.91359069626,0,0,0,2.81649959678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.981788844669,5.0202467758909,0,0,0,0.926792081918,0,0,0,0,0,1.913590709,0,0,0,0,0,0,0,0.8301355768234,0
"48","4-24-69-14-SW",0,0,0.854131636861,0,0,0,0,0,0,0,2.82992291474057,25.4970606855821,0,0,0,0,0,0,0,0,0,0,1.31233792004,17.307903997326,2.05548627921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6789909117051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
