"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","MixedwoodUP40","Pine10","Pine100","Pine120","Pine140","Pine40","Pine60","Pine80","PineCC0","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC10","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Peat.Mine","Pipeline","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"34","4-14-70-16-SE",0,0,0.823958073138,0,0,0,0,1.56780045697,0.231708037996,20.26139092195,0,0,0,0,0,0,0,9.22872515781595,0,0.06320493751107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6372127899393,0,0,0,0,0,0,0,0,0,0,0,0.449256290536,0,20.3245960561928,0,0,0,0,0,0,0,0.0256924803182,0,0
"35","4-14-70-16-SW",0,0,0,0.4043324279492,0,0,0,17.021026441,16.9089224266089,0,0,0,0,0,0,0,7.0209062986,8.8605952963039,0.292888604491,0,0,0,0,1.058853415704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91457998775712,0,0,0,1.04961357202,0,0,0,0,0,0,0,0,0,0.292888487446,0,0,0,0,0,0,0,0.29013376030547,0,0.159943197892
"36","4-14-70-17-NE",0,0,0,0,0,0,0,0.117618637126,38.9598627829376,0,0,0,0,0,0,0,0.199833748771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.46192708447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054199986979,0,0
"37","4-14-70-17-NW",0,0,34.1730448028429,0,0,0,0,0.899759462283,18.8686591029386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7079209359732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3855129586132,0,0
"38","4-14-70-17-SE",0,0,2.573182024469,0.11939693238372,0,0,0,3.39158897465,40.373236575846,0,0,0,0,0,0,0,0,2.96101333661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.953562779584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463322852532,0,0
"39","4-14-70-17-SW",0,0,18.148726781819,0,0,0,0,0,27.6112027768653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1310900522266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67695661728874,0,0
"40","4-14-70-18-NE",0,0,16.88314248646,0,0,0,0,0,11.781626843018,0,0,0,0,0,0,0,0,8.024666628135,0,0,0,0,0,0,2.016922971194,18.43985338286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0018425462137,0,0,0,0,0,0.643619655296,0,0.13163114507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1731639476933,0,0
"41","4-14-70-18-NW",0,0,1.979423701184,0,0,0,0,0,9.926043616148,0,0,0,0,0,0,0,18.760155813829,13.7072263456926,0,0,0,0,0,0,3.096570124311,1.27658151435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.469420081898,10.9804569067459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3013606870484,0,0
"42","4-14-70-18-SE",0,0,22.4974345800577,0,0,0,0,0,23.532829867745,0,0,0,0,0,0,0,0,9.918775824108,0,0,0,0,0,2.64714416044,0,1.68580054118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8907718907255,0,0,0,0,0,0.807323577434,0,2.15540535335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986443089106541,0,0
"43","4-14-70-18-SW",0,0,12.9098246581,0,0,0,0,0,34.3973074017302,0,0,0,0,0,0,0,0,2.9079560148293,0,0,0,0,0,3.916196517434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25820836349,0,0,0,0,1.09141367992,8.35977617388363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46454149091117,0,0
"44","4-14-70-19-NE",0,0,3.361787461577,0,0,0,0,0,22.36894454487,0,0,0,0,0,0,0,0.0127226330685,7.78653097111,0,0,0,0,0,0,0,0,0,0,0,2.67576892487,0,0,0,0,0,0,0,0,0,0,6.225144487434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53029417025953,0,0
"45","4-14-70-19-NW",0,0,4.81225998935,0,0,0,0,0,11.111107267419,0,0,0.2689078206278,0,0,0,0,0,24.0901097147418,0,0,0,0,0,0,0,0,0,0,0,0.17530049669,0,0,0,0,0,0,0,0,0,0,2.03379841663,0,0,0,5.11640377418,0,6.01442523676329,0,1.52052972458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44023117254905,0,0
"46","4-14-70-19-SE",0,0,9.869048456723,0,0,0,0,0,36.058490997244,0,0,0,0,0,0,0,0,0.143670204341,0,0,0,0,0,0,0,0,0,0,0,0.271928052312,0,0,0,0,0,0,0,0,0,0,17.145082460161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321724784482,0,0
"47","4-14-70-19-SW",0,0,2.03498820529,0,0,0,0,0,51.3807885179003,0,0,0,0,0,0,0,0,4.502465406424,0,0,0,0,0,0,0,0,0,0,0,0.213971832952,0,0,0,0,0,0,0,0,0,0,0.455381905642,0,0,0,1.472588275596,0,1.5836871080035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27437079186831,0,0.27434087482
"48","4-14-70-2-NE",0,0,0,0,0,0,0,0,8.74063436819588,0,0,0,0,0,0,0,0,0,0,28.86887263017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0883168946412,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8688724805,0,0,0,0,0,0,0,0.2073909572046,0,0
"49","4-14-70-2-NW",0,0,7.48423861259,0,0,0,0,0,20.5678428353908,0,0,0,0,0,0,0,0,1.218831558388,0,2.26480946558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7200168813676,0,0,0,1.7480459796448,0,0,0,0,0,0,0,0,0,2.264809960373,0,0,0,0,0,0,0,0,0,0
"50","4-14-70-2-SE",0,0,0,0,0,0,0,8.21809844552,3.30090699639,0,0,0,0,0,0,0,0,0,0,8.31145038252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4953147425922,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31145076262,0,0,0,0,0,0,0,0.888743610719632,0,0
"51","4-14-70-2-SW",0,0,9.951922449522,0,0,0,0,0.0377583900139,15.88513447309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4597601062829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2568775475561,0,0
"52","4-14-70-20-NE",0,0,0,0,0,0,0,0,7.841032789356,0,0.000417702810738,0,0,0,0,0,0,0.891774387151,25.214468802,0,0,0,0,0,0,0,0,0,0,0.890489569038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000566374831463,1.00741186686,17.5697875974,0,0,0,0,0,0,0,0,25.2144681674,0,0,0,0,0,0,0,0.134286137205,0,0
"53","4-14-70-20-NW",0,0,0.650966725673,0,0,0,0,0,9.570058617111,0,0.872022954595,0,0,0,0,0,0.1847691912026,3.09946324699,16.4376250248,0,0,0,0,0,0,0,0,0,0,2.78575367947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5407585916851,0,0,0,0,0,0,0,0,0,16.4376256002,0,0,0,0,0,0,0,0.0512523406959,0,0
"54","4-14-70-20-SE",0,0,13.486954404787,0,0,0,0,0.0412721026773,22.404120001756,0,0.000619862770721,0,0,0,0,0,0,5.2361384822229,14.4951584355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3722056966664,0,0,0,0.104499115157,0.348063989304,0,0,0,0,0,0,0,0,14.4951564213,0,0,0,0,0,0,0,0.375342684086,0,0
"55","4-14-70-20-SW",0,0,20.63116815048,0,0,0,0,0.993570303094,25.8588438053372,0,0,0,0,0,0,0,0,2.0615828242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.107714631721,0,0,0,1.06069903654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","4-14-70-21-NE",0,0,0.308372134497,0.916213240629,0,0,0,0,0,0,0.651847114759,0,0,0,0,0,0,23.0892758437197,5.52878421329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51714573655,0,0,0,0,0,0,0,0,8.531254826073,1.48786464842,0,0,0,0,0,0,0,0,5.52878446265,0,0,0,0,0,0,0,0.25773849931795,0,0
"57","4-14-70-21-NW",0,0,0,0,0,0,0,0,0,0,0.9960473237949,0,0,0,0,0,0,7.70183049413466,44.70363359476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000549940991715,3.493731939089,0.939560327147,0,0,0,0,0,0,0,0,44.60379157431,0,0,0,0,0,0,0,0.0404481541252,0,0.301697450055
"58","4-14-70-21-SE",0,0,3.848839951712,1.42074808195,0,0,0,0,9.39852877385,0,0.0586693102773,0,0,0,0,0,0,2.0079088718274,3.43057340112,0,0,0,0,3.89018431194,0,0,0,0,0,0,0,0,0,0,0,1.792467411659,0,0,0,0,12.17403379454,0,0,0,12.97733510346,0,0,0,0,0,0,0,0,0,3.43057367471,0,0,0,0,0,0,0,0.0097313145005,0,0
"59","4-14-70-21-SW",0,0,8.01067216445,0,3.79043845526,0,0,0,3.198741268332,0,0.0374515482218,0,0,0,0,0,1.78041275706,0.388085102173,21.93064215557,0,0,0,0,3.18330943146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0829643391,0,0,0.000186560448765,0.577141081634,5.204669577291,0,0,0,0,0,0,0,0,21.93064011889,0,0,0,0,0,0,0,0.19656291289384,0,0.183242407369
"60","4-14-70-22-NE",0,0,0,0,0,0,0,0,2.483210136206,39.25782850821,0,0,0,0,0,0,0,4.322622517349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.603071258464,0,0,0,0,0,0,0,0,0,0,0,0,0,39.15738973001,0,0,0,0,0,0,0,0.1263216136126,0,0.261342603666
"61","4-14-70-22-NW",0,0,10.4429831691,6.182515982895,0,0,0,0,4.10046797905,4.976627960368,0,0,0,0,0,0,0,9.61379548759,0,0,0,0,0,0,0,0,0,0,0,0.353831342701,0,0,0,0,0,0.0802422994448,0,0,0,0,5.679609751087,0,0,0,0,8.187106256303,0,0,0,0,0,0,0,0,4.97662796036,0,0,0,0,0,0,0,0.2112177495919,0,0
"62","4-14-70-22-SE",1.07276072751,0,3.532419178774,0,0,0,0,0,0,42.7231430713083,0,0,0,0,0,0,0,6.128584847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90205415528,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7959037987938,0,0,0,0,0,0,0,0,0,0
"63","4-14-70-22-SW",0,0,9.7738022475386,0.2140195769127,0,0,0,0,0.00859680874208,13.1169316985,0,0,0,0,0,0,0,18.2708423965402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105094895854,0,0,0,0,5.926194777211,0,0,0,0.727258688229,0,0,0,0,0,0,0,0,0,13.1169316986,0,0,0,0,0,0,0,0.18744779728897,0,0
"64","4-14-70-23-NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00295891202,8.843787499955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7560776455383,10.875617602544,0,0,0,0,0,0,0,0,0,0,0,0,10.875617602505,0,0,0,0,0,0,0,0.95216353975213,0,0
"65","4-14-70-23-NW",0,0,0,0,0,0,0,0,8.384023112636,5.518372547347,0,0,0,0,0,0,0,21.21727186764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.201844033705,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51837254737,0,0,0,0,0,0,0,0.6431296953742,0,0
"66","4-14-70-23-SE",0,0,0,0,0,0,0,0,0,3.11420748017,0.000675665160294,0,0,0,0,0,2.586103618893,2.396963845164,0,23.74198323115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.508602533824,3.167798495181,0,0,0,0,0,0,0,0,0,0,0,0,8.913598603223,0,0,0,0,0,0,0,0.49614776205564,0,0
